#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string,string,string,string
#group,false,false,true,true,false,false,true,true,true,true,true,true,true
#default,mean,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,container_name,host,namespace,node_name,pod_name
,,0,2022-10-01T06:00:00Z,2022-11-01T06:00:00Z,2022-10-28T04:00:00Z,4901972.833333333,cpu_usage_nanocores,kubernetes_pod_container,main,sail-1,boutique,sail-2,loadgenerator-c46f99f5f-sq5ph
,,0,2022-10-01T06:00:00Z,2022-11-01T06:00:00Z,2022-10-28T05:00:00Z,4701569.269444444,cpu_usage_nanocores,kubernetes_pod_container,main,sail-1,boutique,sail-2,loadgenerator-c46f99f5f-sq5ph
,,0,2022-10-01T06:00:00Z,2022-11-01T06:00:00Z,2022-10-28T06:00:00Z,4532740.533333333,cpu_usage_nanocores,kubernetes_pod_container,main,sail-1,boutique,sail-2,loadgenerator-c46f99f5f-sq5ph
,,0,2022-10-01T06:00:00Z,2022-11-01T06:00:00Z,2022-10-28T07:00:00Z,4702381.075,cpu_usage_nanocores,kubernetes_pod_container,main,sail-1,boutique,sail-2,loadgenerator-c46f99f5f-sq5ph
,,0,2022-10-01T06:00:00Z,2022-11-01T06:00:00Z,2022-10-28T08:00:00Z,4703211.688888889,cpu_usage_nanocores,kubernetes_pod_container,main,sail-1,boutique,sail-2,loadgenerator-c46f99f5f-sq5ph
,,0,2022-10-01T06:00:00Z,2022-11-01T06:00:00Z,2022-10-28T09:00:00Z,4750436.516666667,cpu_usage_nanocores,kubernetes_pod_container,main,sail-1,boutique,sail-2,loadgenerator-c46f99f5f-sq5ph
,,0,2022-10-01T06:00:00Z,2022-11-01T06:00:00Z,2022-10-28T10:00:00Z,4743763.383333334,cpu_usage_nanocores,kubernetes_pod_container,main,sail-1,boutique,sail-2,loadgenerator-c46f99f5f-sq5ph
,,0,2022-10-01T06:00:00Z,2022-11-01T06:00:00Z,2022-10-28T11:00:00Z,4733464.358333333,cpu_usage_nanocores,kubernetes_pod_container,main,sail-1,boutique,sail-2,loadgenerator-c46f99f5f-sq5ph
,,0,2022-10-01T06:00:00Z,2022-11-01T06:00:00Z,2022-10-28T12:00:00Z,4748247.7,cpu_usage_nanocores,kubernetes_pod_container,main,sail-1,boutique,sail-2,loadgenerator-c46f99f5f-sq5ph
,,0,2022-10-01T06:00:00Z,2022-11-01T06:00:00Z,2022-10-28T13:00:00Z,4671362.047222222,cpu_usage_nanocores,kubernetes_pod_container,main,sail-1,boutique,sail-2,loadgenerator-c46f99f5f-sq5ph
,,0,2022-10-01T06:00:00Z,2022-11-01T06:00:00Z,2022-10-28T14:00:00Z,4715283.477777778,cpu_usage_nanocores,kubernetes_pod_container,main,sail-1,boutique,sail-2,loadgenerator-c46f99f5f-sq5ph
,,0,2022-10-01T06:00:00Z,2022-11-01T06:00:00Z,2022-10-28T15:00:00Z,4555862.036111111,cpu_usage_nanocores,kubernetes_pod_container,main,sail-1,boutique,sail-2,loadgenerator-c46f99f5f-sq5ph
,,0,2022-10-01T06:00:00Z,2022-11-01T06:00:00Z,2022-10-28T16:00:00Z,4683267.158333333,cpu_usage_nanocores,kubernetes_pod_container,main,sail-1,boutique,sail-2,loadgenerator-c46f99f5f-sq5ph
,,0,2022-10-01T06:00:00Z,2022-11-01T06:00:00Z,2022-10-28T17:00:00Z,4790601.422222222,cpu_usage_nanocores,kubernetes_pod_container,main,sail-1,boutique,sail-2,loadgenerator-c46f99f5f-sq5ph
,,0,2022-10-01T06:00:00Z,2022-11-01T06:00:00Z,2022-10-28T18:00:00Z,4747608.383333334,cpu_usage_nanocores,kubernetes_pod_container,main,sail-1,boutique,sail-2,loadgenerator-c46f99f5f-sq5ph
,,0,2022-10-01T06:00:00Z,2022-11-01T06:00:00Z,2022-10-28T19:00:00Z,4711924.538888888,cpu_usage_nanocores,kubernetes_pod_container,main,sail-1,boutique,sail-2,loadgenerator-c46f99f5f-sq5ph
,,0,2022-10-01T06:00:00Z,2022-11-01T06:00:00Z,2022-10-28T20:00:00Z,4665907.061111111,cpu_usage_nanocores,kubernetes_pod_container,main,sail-1,boutique,sail-2,loadgenerator-c46f99f5f-sq5ph
,,0,2022-10-01T06:00:00Z,2022-11-01T06:00:00Z,2022-10-28T21:00:00Z,4830229.55,cpu_usage_nanocores,kubernetes_pod_container,main,sail-1,boutique,sail-2,loadgenerator-c46f99f5f-sq5ph
,,0,2022-10-01T06:00:00Z,2022-11-01T06:00:00Z,2022-10-28T22:00:00Z,4622127.480555556,cpu_usage_nanocores,kubernetes_pod_container,main,sail-1,boutique,sail-2,loadgenerator-c46f99f5f-sq5ph
